Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
24/04/2023 17:03:46,"1145","21.9","41","999.7"
24/04/2023 17:04:46,"1164","21.9","41","999.9"
24/04/2023 17:05:46,"1143","21.9","40","999.8"
24/04/2023 17:06:46,"1155","21.9","40","999.8"
24/04/2023 17:07:46,"1119","21.9","40","999.9"
24/04/2023 17:08:46,"1131","21.9","40","999.9"
24/04/2023 17:09:46,"1171","21.9","40","999.8"
24/04/2023 17:10:46,"1157","21.9","40","999.8"
24/04/2023 17:11:46,"1146","21.9","40","999.8"
24/04/2023 17:12:46,"1160","21.9","40","999.9"
24/04/2023 17:13:46,"1159","22.0","40","999.8"
24/04/2023 17:14:46,"1151","22.0","40","999.8"
24/04/2023 17:15:46,"1138","22.0","40","999.8"
24/04/2023 17:16:46,"1163","22.0","40","999.8"
24/04/2023 17:17:46,"1175","22.0","40","999.7"
24/04/2023 17:18:46,"1160","22.0","40","999.8"
24/04/2023 17:19:46,"1159","22.0","40","999.8"
24/04/2023 17:20:46,"1131","22.0","40","999.8"
24/04/2023 17:21:46,"1136","22.0","40","999.8"
24/04/2023 17:22:46,"1158","22.0","40","999.7"
24/04/2023 17:23:46,"1144","22.0","40","999.7"
24/04/2023 17:24:46,"1112","22.0","40","999.7"
24/04/2023 17:25:46,"1137","22.0","40","999.7"
24/04/2023 17:26:46,"1141","22.0","40","999.7"
24/04/2023 17:27:46,"1128","22.0","40","999.7"
24/04/2023 17:28:46,"1126","22.0","40","999.7"
24/04/2023 17:29:46,"1132","22.0","40","999.8"
24/04/2023 17:30:46,"1136","22.0","40","999.8"
24/04/2023 17:31:46,"1106","22.0","40","999.8"
24/04/2023 17:32:46,"1131","22.0","40","999.8"
24/04/2023 17:33:46,"1137","22.0","40","999.7"
24/04/2023 17:34:46,"1118","22.0","40","999.8"
24/04/2023 17:35:46,"1132","22.0","40","999.7"
24/04/2023 17:36:46,"1137","22.0","40","999.7"
24/04/2023 17:37:46,"1097","22.0","40","999.7"
24/04/2023 17:38:45,"1117","22.0","40","999.7"
24/04/2023 17:39:45,"1133","22.0","40","999.7"
24/04/2023 17:40:45,"1128","22.0","40","999.7"
24/04/2023 17:41:45,"1118","22.0","40","999.7"
24/04/2023 17:42:45,"1139","22.0","40","999.7"
24/04/2023 17:43:45,"1145","22.0","40","999.9"
24/04/2023 17:44:45,"1123","22.0","40","999.8"
24/04/2023 17:45:45,"1137","22.0","40","999.8"
24/04/2023 17:46:45,"1134","22.0","40","999.7"
24/04/2023 17:47:45,"1149","22.0","40","999.8"
24/04/2023 17:48:45,"1158","22.0","40","999.8"
24/04/2023 17:49:45,"1139","22.1","40","999.8"
24/04/2023 17:50:45,"1141","22.0","40","999.8"
24/04/2023 17:51:45,"1126","22.0","40","999.8"
24/04/2023 17:52:45,"1147","22.0","40","999.7"
24/04/2023 17:53:45,"1142","22.0","40","999.8"
24/04/2023 17:54:45,"1137","22.0","40","999.7"
24/04/2023 17:55:45,"1137","22.0","40","1000.0"
24/04/2023 17:56:45,"1137","22.0","40","999.9"
24/04/2023 17:57:45,"1116","22.0","40","999.9"
24/04/2023 17:58:45,"1161","22.0","40","999.9"
24/04/2023 17:59:45,"1120","22.0","40","999.8"
24/04/2023 18:00:45,"1127","22.0","40","1000.0"
24/04/2023 18:01:45,"1126","22.0","40","1000.0"
24/04/2023 18:02:45,"1125","22.0","40","1000.0"
24/04/2023 18:03:45,"1154","22.0","40","1000.0"
24/04/2023 18:04:45,"1131","22.0","40","999.9"
24/04/2023 18:05:45,"1139","22.0","40","999.9"
24/04/2023 18:06:45,"1160","22.0","40","1000.0"
24/04/2023 18:07:45,"1147","21.9","40","999.9"
24/04/2023 18:08:45,"1138","21.9","40","1000.0"
24/04/2023 18:09:45,"1154","21.9","40","1000.0"
24/04/2023 18:10:45,"1142","21.9","40","1000.0"
24/04/2023 18:11:45,"1171","21.9","40","1000.1"
24/04/2023 18:12:45,"1183","21.9","40","1000.0"
24/04/2023 18:13:45,"1141","21.9","40","1000.0"
24/04/2023 18:14:45,"1157","21.8","40","999.9"
24/04/2023 18:15:45,"1162","21.8","40","1000.0"
24/04/2023 18:16:45,"1163","21.8","40","999.9"
24/04/2023 18:17:45,"1149","21.8","40","999.9"
24/04/2023 18:18:45,"1169","21.8","40","999.9"
24/04/2023 18:19:45,"1137","21.8","40","999.9"
24/04/2023 18:20:45,"1120","21.8","40","999.8"
24/04/2023 18:21:45,"1130","21.8","40","999.9"
24/04/2023 18:22:45,"1139","21.7","40","999.9"
24/04/2023 18:23:45,"1095","21.7","40","1000.0"
24/04/2023 18:24:45,"1104","21.7","40","1000.0"
24/04/2023 18:25:45,"1094","21.7","40","1000.0"
24/04/2023 18:26:45,"1094","21.7","40","1000.1"
24/04/2023 18:27:45,"1080","21.7","40","1000.0"
24/04/2023 18:28:45,"1088","21.6","40","999.9"
24/04/2023 18:29:45,"1076","21.7","40","999.9"
24/04/2023 18:30:45,"1059","21.6","40","999.9"
24/04/2023 18:31:45,"1038","21.6","40","1000.0"
24/04/2023 18:32:45,"1060","21.6","40","1000.0"
24/04/2023 18:33:45,"1042","21.6","40","1000.0"
24/04/2023 18:34:45,"1034","21.6","40","1000.0"
24/04/2023 18:35:45,"1058","21.5","40","1000.0"
24/04/2023 18:36:45,"1016","21.6","40","1000.1"
24/04/2023 18:37:45,"1040","21.5","40","1000.1"
24/04/2023 18:38:45,"1024","21.5","40","1000.1"
24/04/2023 18:39:45,"988","21.5","40","1000.0"
24/04/2023 18:40:45,"1022","21.5","40","1000.1"
24/04/2023 18:41:45,"1018","21.5","40","1000.1"
24/04/2023 18:42:45,"1020","21.5","40","1000.1"
24/04/2023 18:43:45,"989","21.4","40","1000.0"
24/04/2023 18:44:45,"981","21.4","40","1000.0"
24/04/2023 18:45:45,"960","21.4","40","1000.1"
24/04/2023 18:46:45,"916","21.4","40","1000.1"
24/04/2023 18:47:45,"916","21.4","40","1000.1"
24/04/2023 18:48:45,"886","21.4","40","1000.1"
24/04/2023 18:49:45,"867","21.4","40","1000.0"
24/04/2023 18:50:45,"851","21.4","40","1000.1"
24/04/2023 18:51:45,"830","21.4","40","1000.2"
24/04/2023 18:52:45,"822","21.3","40","1000.1"
24/04/2023 18:53:45,"815","21.3","40","1000.0"
24/04/2023 18:54:45,"806","21.3","40","1000.2"
24/04/2023 18:55:45,"804","21.3","40","1000.1"
24/04/2023 18:56:45,"776","21.2","40","1000.1"
24/04/2023 18:57:45,"779","21.3","39","1000.2"
24/04/2023 18:58:45,"751","21.2","39","1000.1"
24/04/2023 18:59:45,"761","21.2","39","1000.1"
24/04/2023 19:00:45,"762","21.2","40","1000.1"
24/04/2023 19:01:45,"780","21.2","40","1000.1"
24/04/2023 19:02:45,"776","21.2","40","1000.2"
24/04/2023 19:03:45,"803","21.2","40","1000.2"
24/04/2023 19:04:45,"811","21.2","40","1000.1"
24/04/2023 19:05:45,"805","21.2","40","1000.2"
24/04/2023 19:06:45,"810","21.2","40","1000.1"
24/04/2023 19:07:45,"827","21.2","40","1000.1"
24/04/2023 19:08:45,"829","21.2","40","1000.0"
24/04/2023 19:09:45,"839","21.2","40","1000.2"
24/04/2023 19:10:45,"820","21.2","40","1000.2"
24/04/2023 19:11:45,"809","21.2","40","1000.2"
24/04/2023 19:12:45,"827","21.2","40","1000.1"
24/04/2023 19:13:45,"802","21.2","40","1000.2"
24/04/2023 19:14:45,"824","21.2","40","1000.1"
24/04/2023 19:15:45,"809","21.2","40","1000.1"
24/04/2023 19:16:45,"836","21.1","40","1000.2"
24/04/2023 19:17:45,"826","21.1","40","1000.1"
24/04/2023 19:18:45,"826","21.1","40","1000.2"
24/04/2023 19:19:45,"799","21.1","40","1000.2"
24/04/2023 19:20:45,"823","21.1","40","1000.1"
24/04/2023 19:21:45,"822","21.1","40","1000.2"
24/04/2023 19:22:45,"812","21.1","40","1000.2"
24/04/2023 19:23:45,"834","21.1","40","1000.2"
24/04/2023 19:24:45,"823","21.1","40","1000.2"
24/04/2023 19:25:45,"829","21.1","40","1000.3"
24/04/2023 19:26:45,"831","21.1","40","1000.4"
24/04/2023 19:27:45,"840","21.1","40","1000.3"
24/04/2023 19:28:45,"817","21.1","40","1000.3"
24/04/2023 19:29:45,"826","21.1","40","1000.3"
24/04/2023 19:30:45,"829","21.1","40","1000.2"
24/04/2023 19:31:45,"830","21.0","40","1000.3"
24/04/2023 19:32:45,"831","21.0","40","1000.3"
24/04/2023 19:33:45,"827","21.0","40","1000.3"
24/04/2023 19:34:45,"833","21.0","40","1000.3"
24/04/2023 19:35:45,"830","21.0","40","1000.3"
24/04/2023 19:36:45,"841","21.0","40","1000.4"
24/04/2023 19:37:45,"808","21.0","40","1000.3"
24/04/2023 19:38:45,"829","21.0","40","1000.4"
24/04/2023 19:39:45,"819","21.0","40","1000.3"
24/04/2023 19:40:45,"825","21.0","40","1000.4"
24/04/2023 19:41:45,"813","21.0","40","1000.4"
24/04/2023 19:42:45,"813","21.0","40","1000.5"
24/04/2023 19:43:45,"834","21.0","40","1000.4"
24/04/2023 19:44:45,"812","21.0","40","1000.4"
24/04/2023 19:45:45,"831","21.0","40","1000.4"
24/04/2023 19:46:45,"832","20.9","40","1000.3"
24/04/2023 19:47:45,"832","21.0","40","1000.4"
24/04/2023 19:48:45,"817","20.9","40","1000.5"
24/04/2023 19:49:45,"829","20.9","40","1000.5"
24/04/2023 19:50:45,"843","20.9","40","1000.4"
24/04/2023 19:51:45,"838","20.9","40","1000.4"
24/04/2023 19:52:45,"815","20.9","40","1000.5"
24/04/2023 19:53:45,"839","20.9","40","1000.5"
24/04/2023 19:54:45,"843","20.9","40","1000.5"
24/04/2023 19:55:45,"842","20.9","40","1000.4"
24/04/2023 19:56:45,"836","20.9","40","1000.4"
24/04/2023 19:57:45,"835","20.9","40","1000.4"
24/04/2023 19:58:45,"845","20.9","40","1000.5"
24/04/2023 19:59:45,"836","20.9","40","1000.5"
24/04/2023 20:00:45,"830","20.9","40","1000.5"
24/04/2023 20:01:45,"832","20.9","40","1000.4"
24/04/2023 20:02:45,"833","20.9","40","1000.5"
24/04/2023 20:03:45,"838","20.9","40","1000.4"
24/04/2023 20:04:45,"845","20.9","40","1000.5"
24/04/2023 20:05:45,"836","20.9","40","1000.5"
24/04/2023 20:06:45,"840","20.9","40","1000.5"
24/04/2023 20:07:45,"838","20.8","40","1000.5"
24/04/2023 20:08:45,"843","20.9","40","1000.6"
24/04/2023 20:09:45,"833","20.9","40","1000.4"
24/04/2023 20:10:45,"847","20.8","40","1000.4"
24/04/2023 20:11:45,"821","20.8","40","1000.4"
24/04/2023 20:12:45,"833","20.8","40","1000.4"
24/04/2023 20:13:45,"834","20.8","40","1000.4"
24/04/2023 20:14:45,"835","20.8","40","1000.5"
24/04/2023 20:15:45,"835","20.8","40","1000.5"
24/04/2023 20:16:45,"839","20.8","40","1000.5"
24/04/2023 20:17:45,"829","20.8","40","1000.5"
24/04/2023 20:18:45,"826","20.8","40","1000.5"
24/04/2023 20:19:45,"844","20.8","41","1000.4"
24/04/2023 20:20:45,"843","20.8","40","1000.5"
24/04/2023 20:21:45,"853","20.8","40","1000.4"
24/04/2023 20:22:45,"830","20.8","40","1000.5"
24/04/2023 20:23:45,"825","20.8","40","1000.6"
24/04/2023 20:24:45,"817","20.8","40","1000.5"
24/04/2023 20:25:45,"825","20.8","40","1000.6"
24/04/2023 20:26:45,"830","20.8","40","1000.5"
24/04/2023 20:27:45,"811","20.8","40","1000.6"
24/04/2023 20:28:45,"816","20.8","40","1000.5"
24/04/2023 20:29:45,"821","20.8","40","1000.5"
24/04/2023 20:30:45,"839","20.8","40","1000.6"
24/04/2023 20:31:45,"826","20.8","40","1000.5"
24/04/2023 20:32:45,"809","20.8","40","1000.6"
24/04/2023 20:33:45,"820","20.7","40","1000.6"
24/04/2023 20:34:45,"831","20.8","40","1000.6"
24/04/2023 20:35:45,"823","20.8","40","1000.7"
24/04/2023 20:36:45,"828","20.8","40","1000.6"
24/04/2023 20:37:45,"822","20.7","40","1000.7"
24/04/2023 20:38:45,"832","20.7","41","1000.6"
24/04/2023 20:39:45,"827","20.8","40","1000.7"
24/04/2023 20:40:45,"816","20.8","40","1000.7"
24/04/2023 20:41:45,"820","20.8","41","1000.6"
24/04/2023 20:42:45,"826","20.7","40","1000.7"
24/04/2023 20:43:45,"819","20.8","41","1000.6"
24/04/2023 20:44:45,"821","20.7","41","1000.7"
24/04/2023 20:45:45,"818","20.7","41","1000.7"
24/04/2023 20:46:45,"832","20.7","41","1000.7"
24/04/2023 20:47:45,"816","20.7","41","1000.8"
24/04/2023 20:48:45,"816","20.7","41","1000.7"
24/04/2023 20:49:45,"824","20.7","41","1000.8"
24/04/2023 20:50:45,"827","20.7","41","1000.7"
24/04/2023 20:51:45,"814","20.8","41","1000.7"
24/04/2023 20:52:45,"832","20.7","41","1000.7"
24/04/2023 20:53:45,"830","20.7","41","1000.8"
24/04/2023 20:54:45,"849","20.7","41","1000.8"
24/04/2023 20:55:45,"827","20.7","41","1000.8"
24/04/2023 20:56:45,"822","20.7","41","1000.8"
24/04/2023 20:57:45,"811","20.7","41","1000.8"
24/04/2023 20:58:45,"815","20.7","41","1000.8"
24/04/2023 20:59:45,"821","20.7","41","1000.8"
24/04/2023 21:00:45,"819","20.7","41","1000.9"
24/04/2023 21:01:45,"839","20.7","41","1000.9"
24/04/2023 21:02:45,"837","20.7","41","1001.0"
24/04/2023 21:03:45,"829","20.7","41","1000.9"
24/04/2023 21:04:45,"830","20.7","41","1000.9"
24/04/2023 21:05:45,"829","20.7","41","1001.0"
24/04/2023 21:06:45,"831","20.7","41","1000.9"
24/04/2023 21:07:45,"821","20.7","41","1001.0"
24/04/2023 21:08:45,"837","20.7","41","1001.1"
24/04/2023 21:09:45,"823","20.7","41","1000.9"
24/04/2023 21:10:45,"822","20.7","41","1000.9"
24/04/2023 21:11:45,"826","20.7","41","1001.1"
24/04/2023 21:12:45,"831","20.7","41","1001.0"
24/04/2023 21:13:45,"841","20.7","41","1001.1"
24/04/2023 21:14:45,"842","20.7","41","1001.1"
24/04/2023 21:15:45,"835","20.7","41","1001.1"
24/04/2023 21:16:45,"842","20.7","41","1001.1"
24/04/2023 21:17:45,"834","20.7","41","1001.1"
24/04/2023 21:18:45,"841","20.7","41","1001.2"
24/04/2023 21:19:45,"828","20.7","41","1001.2"
24/04/2023 21:20:45,"840","20.7","41","1001.1"
24/04/2023 21:21:45,"825","20.7","41","1001.2"
24/04/2023 21:22:45,"850","20.7","41","1001.1"
24/04/2023 21:23:45,"832","20.7","41","1001.2"
24/04/2023 21:24:45,"827","20.7","41","1001.2"
24/04/2023 21:25:45,"839","20.7","41","1001.1"
24/04/2023 21:26:45,"827","20.7","41","1001.1"
24/04/2023 21:27:45,"836","20.6","41","1001.2"
24/04/2023 21:28:45,"835","20.7","41","1001.1"
24/04/2023 21:29:45,"844","20.6","41","1001.2"
24/04/2023 21:30:45,"852","20.6","41","1001.3"
24/04/2023 21:31:45,"845","20.6","41","1001.1"
24/04/2023 21:32:45,"830","20.6","41","1001.1"
24/04/2023 21:33:45,"812","20.7","41","1001.2"
24/04/2023 21:34:45,"844","20.6","41","1001.2"
24/04/2023 21:35:45,"844","20.6","41","1001.3"
24/04/2023 21:36:45,"838","20.6","41","1001.3"
24/04/2023 21:37:45,"833","20.6","41","1001.3"
24/04/2023 21:38:45,"823","20.6","41","1001.2"
24/04/2023 21:39:45,"825","20.6","41","1001.2"
24/04/2023 21:40:45,"828","20.6","41","1001.3"
24/04/2023 21:41:45,"834","20.6","41","1001.3"
24/04/2023 21:42:45,"824","20.6","41","1001.3"
24/04/2023 21:43:45,"814","20.6","41","1001.4"
24/04/2023 21:44:45,"829","20.6","41","1001.4"
24/04/2023 21:45:45,"820","20.6","41","1001.3"
24/04/2023 21:46:45,"822","20.6","41","1001.4"
24/04/2023 21:47:45,"840","20.6","41","1001.4"
24/04/2023 21:48:45,"830","20.6","41","1001.4"
24/04/2023 21:49:45,"834","20.6","41","1001.4"
24/04/2023 21:50:45,"834","20.6","41","1001.3"
24/04/2023 21:51:45,"834","20.6","41","1001.4"
24/04/2023 21:52:45,"831","20.6","41","1001.4"
24/04/2023 21:53:45,"820","20.6","41","1001.4"
24/04/2023 21:54:45,"810","20.6","41","1001.4"
24/04/2023 21:55:45,"817","20.6","41","1001.4"
24/04/2023 21:56:45,"823","20.6","41","1001.4"
24/04/2023 21:57:45,"821","20.6","41","1001.4"
24/04/2023 21:58:45,"834","20.6","41","1001.4"
24/04/2023 21:59:45,"824","20.6","41","1001.4"
24/04/2023 22:00:45,"827","20.6","41","1001.5"
24/04/2023 22:01:45,"822","20.6","41","1001.4"
24/04/2023 22:02:45,"825","20.6","41","1001.4"
24/04/2023 22:03:45,"813","20.6","41","1001.5"
24/04/2023 22:04:45,"807","20.6","41","1001.5"
24/04/2023 22:05:45,"805","20.6","41","1001.4"
24/04/2023 22:06:45,"830","20.6","41","1001.5"
24/04/2023 22:07:45,"814","20.6","41","1001.5"
24/04/2023 22:08:45,"833","20.6","41","1001.4"
24/04/2023 22:09:45,"789","20.6","41","1001.4"
24/04/2023 22:10:45,"827","20.6","41","1001.4"
24/04/2023 22:11:45,"810","20.6","41","1001.4"
24/04/2023 22:12:45,"826","20.6","41","1001.5"
24/04/2023 22:13:45,"818","20.6","41","1001.4"
24/04/2023 22:14:45,"828","20.6","41","1001.4"
24/04/2023 22:15:45,"816","20.6","41","1001.4"
24/04/2023 22:16:45,"826","20.6","41","1001.5"
24/04/2023 22:17:45,"794","20.6","41","1001.5"
24/04/2023 22:18:45,"821","20.6","41","1001.4"
24/04/2023 22:19:45,"823","20.6","41","1001.4"
24/04/2023 22:20:45,"830","20.6","41","1001.5"
24/04/2023 22:21:45,"816","20.6","41","1001.4"
24/04/2023 22:22:45,"799","20.6","41","1001.4"
24/04/2023 22:23:45,"820","20.6","41","1001.4"
24/04/2023 22:24:45,"815","20.6","41","1001.4"
24/04/2023 22:25:45,"806","20.6","41","1001.5"
24/04/2023 22:26:45,"815","20.6","41","1001.5"
24/04/2023 22:27:45,"816","20.6","41","1001.5"
24/04/2023 22:28:45,"819","20.6","41","1001.5"
24/04/2023 22:29:45,"792","20.6","41","1001.4"
24/04/2023 22:30:45,"816","20.6","41","1001.5"
24/04/2023 22:31:45,"800","20.6","41","1001.5"
24/04/2023 22:32:45,"808","20.6","41","1001.4"
24/04/2023 22:33:45,"816","20.5","41","1001.5"
24/04/2023 22:34:45,"815","20.5","41","1001.5"
24/04/2023 22:35:45,"808","20.6","41","1001.4"
24/04/2023 22:36:45,"816","20.6","41","1001.4"
24/04/2023 22:37:45,"815","20.6","41","1001.5"
24/04/2023 22:38:45,"808","20.6","41","1001.4"
24/04/2023 22:39:45,"806","20.6","41","1001.5"
24/04/2023 22:40:45,"807","20.5","41","1001.4"
24/04/2023 22:41:45,"807","20.5","41","1001.5"
24/04/2023 22:42:45,"796","20.6","41","1001.5"
24/04/2023 22:43:45,"811","20.6","41","1001.5"
24/04/2023 22:44:45,"796","20.6","41","1001.6"
24/04/2023 22:45:45,"810","20.6","41","1001.5"
24/04/2023 22:46:45,"808","20.5","41","1001.5"
24/04/2023 22:47:45,"801","20.6","41","1001.6"
24/04/2023 22:48:45,"804","20.6","41","1001.5"
24/04/2023 22:49:45,"805","20.5","41","1001.5"
24/04/2023 22:50:45,"808","20.5","41","1001.5"
24/04/2023 22:51:45,"804","20.6","41","1001.5"
24/04/2023 22:52:45,"814","20.5","41","1001.6"
24/04/2023 22:53:45,"804","20.5","41","1001.6"
24/04/2023 22:54:45,"793","20.5","41","1001.6"
24/04/2023 22:55:45,"786","20.5","41","1001.6"
24/04/2023 22:56:45,"787","20.5","41","1001.6"
24/04/2023 22:57:45,"800","20.6","41","1001.6"
24/04/2023 22:58:45,"795","20.5","41","1001.5"
24/04/2023 22:59:45,"803","20.5","41","1001.6"
24/04/2023 23:00:45,"807","20.5","41","1001.6"
24/04/2023 23:01:45,"791","20.5","41","1001.5"
24/04/2023 23:02:45,"809","20.5","41","1001.6"
24/04/2023 23:03:45,"810","20.5","41","1001.6"
24/04/2023 23:04:45,"803","20.5","41","1001.6"
24/04/2023 23:05:45,"804","20.5","41","1001.5"
24/04/2023 23:06:45,"807","20.5","41","1001.5"
24/04/2023 23:07:45,"786","20.5","41","1001.6"
24/04/2023 23:08:45,"789","20.5","41","1001.6"
24/04/2023 23:09:45,"806","20.5","41","1001.6"
24/04/2023 23:10:45,"779","20.5","41","1001.6"
24/04/2023 23:11:45,"777","20.5","41","1001.6"
24/04/2023 23:12:45,"794","20.5","41","1001.6"
24/04/2023 23:13:45,"802","20.5","41","1001.6"
24/04/2023 23:14:45,"778","20.5","41","1001.8"
24/04/2023 23:15:45,"795","20.5","41","1001.7"
24/04/2023 23:16:45,"774","20.5","41","1001.7"
24/04/2023 23:17:45,"798","20.5","41","1001.7"
24/04/2023 23:18:45,"790","20.5","41","1001.7"
24/04/2023 23:19:45,"794","20.5","41","1001.6"
24/04/2023 23:20:45,"794","20.5","41","1001.6"
24/04/2023 23:21:45,"794","20.5","41","1001.6"
24/04/2023 23:22:45,"785","20.5","41","1001.5"
24/04/2023 23:23:45,"785","20.5","41","1001.5"
24/04/2023 23:24:45,"783","20.5","41","1001.6"
24/04/2023 23:25:45,"792","20.5","41","1001.6"
24/04/2023 23:26:45,"778","20.5","41","1001.6"
24/04/2023 23:27:45,"789","20.5","41","1001.6"
24/04/2023 23:28:45,"785","20.5","41","1001.5"
24/04/2023 23:29:45,"790","20.5","41","1001.4"
24/04/2023 23:30:45,"799","20.5","41","1001.5"
24/04/2023 23:31:45,"787","20.5","41","1001.6"
24/04/2023 23:32:45,"794","20.5","41","1001.6"
24/04/2023 23:33:45,"794","20.5","41","1001.5"
24/04/2023 23:34:45,"780","20.5","41","1001.5"
24/04/2023 23:35:45,"794","20.5","41","1001.5"
24/04/2023 23:36:45,"784","20.5","41","1001.4"
24/04/2023 23:37:45,"786","20.5","41","1001.4"
24/04/2023 23:38:45,"776","20.5","41","1001.5"
24/04/2023 23:39:45,"797","20.5","41","1001.5"
24/04/2023 23:40:45,"786","20.5","41","1001.5"
24/04/2023 23:41:45,"774","20.5","41","1001.5"
24/04/2023 23:42:45,"791","20.5","41","1001.5"
24/04/2023 23:43:45,"782","20.5","41","1001.5"
24/04/2023 23:44:45,"780","20.5","41","1001.5"
24/04/2023 23:45:45,"780","20.5","41","1001.6"
24/04/2023 23:46:45,"766","20.4","41","1001.6"
24/04/2023 23:47:45,"768","20.5","41","1001.5"
24/04/2023 23:48:45,"790","20.5","41","1001.5"
24/04/2023 23:49:45,"758","20.5","41","1001.6"
24/04/2023 23:50:45,"772","20.5","41","1001.4"
24/04/2023 23:51:45,"779","20.5","41","1001.5"
24/04/2023 23:52:45,"778","20.5","41","1001.5"
24/04/2023 23:53:45,"795","20.5","41","1001.5"
24/04/2023 23:54:45,"789","20.5","41","1001.5"
24/04/2023 23:55:45,"797","20.5","41","1001.6"
24/04/2023 23:56:45,"769","20.5","41","1001.5"
24/04/2023 23:57:45,"779","20.5","41","1001.5"
24/04/2023 23:58:45,"775","20.5","41","1001.5"
24/04/2023 23:59:45,"785","20.5","41","1001.6"
25/04/2023 0:00:45,"773","20.5","41","1001.6"
25/04/2023 0:01:45,"784","20.5","41","1001.5"
25/04/2023 0:02:45,"784","20.5","41","1001.6"
25/04/2023 0:03:45,"787","20.5","41","1001.5"
25/04/2023 0:04:45,"770","20.5","41","1001.6"
25/04/2023 0:05:45,"778","20.4","41","1001.5"
25/04/2023 0:06:45,"764","20.5","41","1001.6"
25/04/2023 0:07:45,"790","20.4","41","1001.6"
